, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, abs_title_sentiment_polarity, abs_title_subjectivity, average_token_length, avg_negative_polarity, avg_positive_polarity, data_channel_is_bus, data_channel_is_entertainment, data_channel_is_lifestyle, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, global_rate_negative_words, global_rate_positive_words, global_sentiment_polarity, global_subjectivity, is_weekend, kw_avg_avg, kw_avg_max, kw_avg_min, kw_max_avg, kw_max_max, kw_max_min, kw_min_avg, kw_min_max, kw_min_min, max_negative_polarity, max_positive_polarity, min_negative_polarity, min_positive_polarity, n_non_stop_unique_tokens, n_non_stop_words, n_tokens_content, n_tokens_title, n_unique_tokens, num_hrefs, num_imgs, num_keywords, num_self_hrefs, num_videos, rate_negative_words, rate_positive_words, self_reference_avg_sharess, self_reference_max_shares, self_reference_min_shares, title_sentiment_polarity, title_subjectivity, weekday_is_friday, weekday_is_monday, weekday_is_saturday, weekday_is_sunday, weekday_is_thursday, weekday_is_tuesday, weekday_is_wednesday, shares
87,0,8,1,0,2,0,9,6,7,3,0.0,0.0,0.0,0.0,1.0,0.0,3,5,5,4,0.0,1,2,0,0,9,0,0,0,0,8,9,6,1,5,9,4,5,4,1,0,6,0,0,4,6,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
88,0,1,0,6,0,0,9,7,5,4,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5,5,1.0,2,3,0,1,9,0,2,0,0,9,9,0,1,3,9,1,1,3,1,1,9,0,0,1,5,0,0,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1100
89,0,0,4,7,0,1,0,8,6,3,0.0,0.0,0.0,0.0,0.0,1.0,2,2,3,3,1.0,2,2,0,1,9,0,0,0,0,8,9,3,1,6,9,3,3,3,1,0,9,3,0,3,6,0,0,0,4,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
90,0,9,8,0,0,0,9,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,5,0.0,1,4,0,0,9,0,3,0,0,9,5,5,0,7,9,1,6,6,0,0,3,0,0,4,6,0,0,0,5,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
91,0,5,0,0,0,0,9,7,9,3,0.0,1.0,0.0,0.0,0.0,0.0,0,2,6,5,0.0,3,2,0,0,9,0,8,0,0,9,9,9,2,5,9,0,6,5,0,1,5,0,7,0,9,0,1,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
92,3,0,1,0,9,0,9,7,7,4,0.0,0.0,0.0,0.0,1.0,0.0,0,5,6,5,0.0,1,1,0,0,9,0,3,0,0,8,6,6,1,6,9,6,1,4,0,0,5,1,0,3,8,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
93,0,2,0,0,0,0,9,7,7,4,0.0,1.0,0.0,0.0,0.0,0.0,1,2,4,5,0.0,1,3,0,0,9,0,0,0,0,8,9,0,0,7,9,3,3,5,1,0,5,0,0,2,8,0,0,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
94,0,4,0,0,9,0,9,6,9,4,0.0,0.0,0.0,0.0,1.0,0.0,0,3,5,5,0.0,1,2,0,0,7,0,5,0,0,8,8,8,1,6,9,0,2,5,0,0,5,1,0,1,7,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
95,8,1,0,1,0,0,9,7,6,2,1.0,0.0,0.0,0.0,0.0,0.0,1,4,4,5,0.0,1,4,0,1,9,0,8,0,0,9,9,0,0,4,9,3,4,4,3,0,4,3,0,2,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1200
96,9,0,5,0,0,5,7,8,7,4,0.0,0.0,1.0,0.0,0.0,1.0,1,2,5,4,1.0,1,2,0,0,9,0,0,0,0,8,5,3,1,6,9,1,2,4,1,4,8,0,0,1,6,0,0,0,9,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
97,0,0,4,7,3,0,9,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,5,0.0,3,3,0,1,9,0,8,0,0,9,5,0,5,0,0,0,3,5,0,0,8,0,0,3,4,0,0,0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
98,9,2,0,0,0,0,9,8,7,3,0.0,1.0,0.0,0.0,0.0,0.0,3,3,4,5,0.0,1,3,0,0,9,0,4,0,0,9,9,0,1,5,9,1,5,3,0,0,7,3,0,3,8,0,0,0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1100
99,0,9,0,6,0,1,8,7,6,4,0.0,1.0,0.0,0.0,0.0,0.0,1,3,5,6,1.0,2,3,0,1,9,0,0,0,0,5,7,4,1,6,9,0,4,5,0,1,5,0,0,2,7,0,4,0,8,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1300
100,4,0,0,9,0,1,1,7,5,3,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,6,0.0,3,3,4,1,9,0,0,0,0,3,7,2,4,6,9,0,4,7,2,0,3,0,7,3,8,0,4,0,5,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
101,0,0,1,1,0,0,9,8,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,5,0.0,1,3,0,0,9,0,0,0,0,9,6,9,1,7,9,0,2,7,1,0,7,0,0,0,9,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1100
102,0,1,8,0,3,0,9,8,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2,4,4,0.0,1,2,0,0,9,0,5,9,9,8,5,4,1,6,9,0,0,5,0,0,5,0,0,5,6,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
103,0,5,0,0,9,2,6,7,7,4,0.0,0.0,0.0,0.0,1.0,0.0,1,3,6,5,0.0,1,2,0,0,9,0,3,0,0,9,9,6,1,5,9,1,7,5,0,0,6,0,0,3,7,0,2,0,5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
104,0,0,0,0,0,0,9,8,7,4,0.0,0.0,0.0,0.0,0.0,0.0,1,3,6,6,0.0,1,4,0,1,9,0,4,0,0,8,9,3,0,5,9,1,0,5,1,1,7,0,0,2,8,0,4,0,5,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1100
105,1,3,3,0,1,0,9,8,8,3,0.0,0.0,0.0,1.0,0.0,1.0,2,3,4,3,0.0,1,0,3,0,9,0,0,0,9,8,4,9,2,7,9,1,5,6,0,0,9,0,0,4,9,0,0,0,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1300
106,0,0,0,3,0,0,9,6,6,4,0.0,0.0,0.0,0.0,0.0,0.0,3,2,5,6,0.0,2,3,0,0,9,0,6,0,0,9,9,3,2,4,9,1,8,5,1,0,6,1,8,2,8,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
107,0,4,2,6,0,1,2,7,7,4,0.0,1.0,0.0,0.0,0.0,1.0,3,3,4,5,0.0,1,3,0,0,9,0,4,0,0,7,7,5,1,6,9,1,5,5,0,0,5,0,0,6,5,0,0,0,7,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
108,0,9,0,0,0,3,5,7,7,3,0.0,1.0,0.0,0.0,0.0,0.0,1,3,6,5,1.0,2,3,0,0,9,0,4,0,0,8,9,3,1,5,9,1,8,4,2,0,6,1,0,3,8,0,2,0,8,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1200
109,0,0,0,5,0,7,3,7,7,4,0.0,1.0,0.0,1.0,0.0,0.0,6,3,4,7,1.0,2,3,0,0,8,0,5,0,0,8,9,3,0,5,9,1,1,4,4,0,6,0,0,2,8,0,0,0,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1600
110,0,0,8,0,9,0,2,7,7,4,0.0,0.0,0.0,0.0,1.0,0.0,1,2,4,4,0.0,1,2,0,0,8,0,3,0,0,9,9,0,1,4,9,1,2,4,0,0,3,1,0,4,6,0,0,0,2,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1100
111,0,0,0,9,0,0,9,7,7,6,0.0,0.0,0.0,0.0,1.0,0.0,4,5,7,6,0.0,2,5,0,1,0,0,0,0,9,9,5,8,4,7,9,0,4,7,0,0,7,0,0,7,8,0,0,0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
112,0,1,0,0,2,0,9,7,7,5,0.0,0.0,0.0,0.0,1.0,0.0,2,3,4,5,0.0,2,3,0,1,9,0,3,0,0,9,4,2,0,5,9,6,4,4,1,1,6,1,0,3,6,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
113,1,1,0,0,9,0,9,7,8,3,0.0,0.0,0.0,0.0,1.0,0.0,3,5,4,4,0.0,1,2,1,0,9,0,3,0,0,8,4,7,1,5,9,1,2,5,0,0,5,0,0,4,6,0,1,0,5,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1100
114,0,0,0,0,2,0,9,7,7,4,1.0,0.0,0.0,0.0,0.0,0.0,2,5,4,5,0.0,1,4,0,0,9,0,5,0,0,8,9,3,1,6,9,1,4,5,0,0,5,1,0,3,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
115,6,0,4,0,3,0,9,8,7,3,0.0,0.0,0.0,0.0,0.0,0.0,3,3,4,4,0.0,1,0,1,0,0,0,0,0,9,9,7,5,0,5,9,1,2,3,1,0,9,0,0,4,6,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1200
116,9,0,0,0,0,1,1,7,6,2,1.0,1.0,0.0,0.0,0.0,0.0,1,4,5,4,0.0,1,0,1,0,9,0,0,0,0,5,7,4,1,6,9,0,5,5,0,0,3,0,0,3,8,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1100
117,1,0,0,0,0,0,9,0,9,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,4,0,1.0,1,2,1,0,9,0,3,0,0,9,0,9,0,1,0,0,5,0,0,0,7,0,0,0,9,0,0,0,5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1700
118,9,0,3,0,0,0,9,7,7,5,1.0,1.0,0.0,0.0,0.0,0.0,0,4,6,4,0.0,0,7,0,0,9,0,2,0,0,8,6,8,3,7,9,1,4,6,0,0,1,0,0,1,8,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1300
119,0,0,0,0,3,5,3,7,6,4,0.0,0.0,1.0,0.0,1.0,0.0,2,3,4,5,1.0,1,2,0,0,0,0,4,0,9,9,9,2,1,4,9,2,2,2,1,1,8,0,0,3,7,0,0,0,9,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1700
120,8,2,2,0,5,0,9,7,8,2,1.0,0.0,0.0,0.0,0.0,0.0,1,4,5,3,0.0,1,1,1,0,8,0,3,8,0,8,5,7,0,6,9,1,2,4,0,0,3,1,0,2,6,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
121,7,0,0,0,0,1,6,7,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,2,0.0,1,2,0,0,9,0,0,0,0,7,4,6,2,7,9,0,2,7,0,0,7,0,0,1,3,0,0,0,4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
122,0,1,4,0,7,0,9,7,5,3,0.0,0.0,0.0,0.0,1.0,0.0,7,1,4,4,0.0,3,1,0,0,9,0,5,0,0,9,4,4,4,4,9,1,7,4,0,1,5,0,0,6,4,0,2,2,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1200
123,9,0,0,0,0,0,9,7,6,2,1.0,0.0,0.0,0.0,0.0,0.0,0,5,5,5,0.0,1,1,1,0,7,0,0,0,0,8,7,8,1,6,9,0,4,5,1,0,4,0,0,0,7,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
124,0,0,0,0,9,4,2,6,8,4,0.0,0.0,0.0,0.0,1.0,0.0,0,3,6,6,0.0,1,1,1,0,9,0,3,0,0,8,9,6,2,4,9,0,2,4,0,0,6,1,0,2,7,0,0,0,7,5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1100
125,0,0,0,1,5,0,9,0,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0,3,4,0,0.0,1,2,0,0,9,0,3,0,0,9,0,9,0,6,0,0,2,6,0,0,6,0,0,0,9,0,0,5,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
126,1,0,0,3,0,0,9,0,9,4,0.0,0.0,0.0,0.0,1.0,0.0,0,0,7,0,0.0,1,0,2,0,0,0,0,0,9,9,9,9,4,0,0,0,2,1,0,0,6,0,0,0,9,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1100
127,0,9,0,9,0,1,0,7,6,4,0.0,1.0,0.0,0.0,0.0,0.0,3,2,2,5,0.0,2,1,0,0,9,0,4,0,0,8,7,3,2,6,9,0,2,5,0,7,3,0,0,2,5,0,1,2,5,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
128,0,0,0,3,0,0,9,6,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0,3,5,7,0.0,3,2,0,0,9,0,2,0,0,9,6,4,5,6,9,0,3,5,0,0,5,1,3,0,9,0,1,0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
129,1,1,1,2,0,0,9,0,9,0,0.0,1.0,1.0,0.0,0.0,1.0,0,3,5,6,0.0,3,4,0,0,9,0,2,0,0,9,0,9,2,1,0,0,5,1,0,0,7,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1500
130,0,0,0,3,1,0,9,7,7,3,0.0,0.0,1.0,0.0,0.0,0.0,0,5,6,7,1.0,2,2,0,1,9,0,0,0,0,8,9,4,0,7,9,1,4,6,2,0,7,0,3,1,9,0,0,0,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000
131,0,1,9,0,0,2,0,8,7,2,0.0,1.0,0.0,0.0,0.0,1.0,1,2,5,3,1.0,1,2,0,0,9,0,4,0,0,9,5,5,0,6,9,1,4,4,3,0,5,3,0,3,6,0,0,0,5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1300
132,6,0,0,0,5,2,5,7,8,4,0.0,0.0,0.0,0.0,1.0,0.0,2,2,6,7,1.0,1,2,1,0,7,0,3,0,9,7,4,2,2,7,9,0,5,6,2,0,7,0,0,3,3,0,1,2,5,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
133,0,3,0,1,1,2,6,7,6,4,1.0,0.0,0.0,0.0,0.0,0.0,1,3,5,3,0.0,1,2,0,0,9,0,0,0,0,8,9,6,0,6,9,2,4,4,1,2,9,1,0,2,7,0,0,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200
134,0,0,0,9,0,7,3,9,4,5,0.0,0.0,0.0,0.0,0.0,0.0,7,3,5,6,1.0,2,3,0,1,9,0,1,0,0,8,7,4,1,6,9,0,4,5,1,0,7,6,0,6,5,0,0,0,7,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1400
135,0,0,0,0,4,9,9,7,0,4,0.0,0.0,1.0,0.0,0.0,0.0,1,4,6,5,0.0,2,0,1,1,0,0,0,0,9,9,3,2,1,5,9,1,4,4,0,1,9,1,0,1,9,1,0,0,7,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
136,0,0,5,0,0,3,8,8,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0,2,4,2,1.0,2,3,1,0,9,0,4,0,0,8,4,0,1,6,9,1,4,5,0,0,5,0,0,6,6,0,0,0,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1200
137,0,1,4,4,0,4,4,7,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1,3,6,6,0.0,2,4,0,1,9,0,0,0,0,5,7,4,2,6,9,1,2,6,1,2,7,0,0,1,8,0,0,0,3,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
138,0,0,0,0,1,0,9,7,7,5,0.0,0.0,1.0,0.0,0.0,0.0,2,2,4,5,1.0,2,3,0,0,9,0,5,0,0,9,8,0,1,6,9,1,3,4,1,0,7,0,0,4,5,0,0,0,3,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1700
139,7,1,1,0,0,0,8,7,6,4,0.0,0.0,0.0,1.0,0.0,0.0,1,3,4,5,0.0,3,5,0,1,9,0,7,0,0,8,9,2,0,5,9,1,2,3,0,0,9,3,0,2,8,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
140,1,4,3,0,1,0,9,8,8,3,0.0,0.0,0.0,0.0,0.0,1.0,1,1,7,4,1.0,1,0,0,0,0,0,0,0,9,7,5,4,4,8,9,0,5,8,0,0,5,0,0,3,8,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1200
141,3,3,0,0,0,0,9,7,6,4,1.0,1.0,0.0,1.0,0.0,0.0,2,4,5,5,1.0,1,3,0,0,9,0,0,0,0,9,9,7,0,7,9,5,4,5,3,0,6,0,1,2,6,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
142,0,0,8,0,0,0,9,7,8,3,0.0,0.0,0.0,0.0,1.0,1.0,1,3,5,5,1.0,0,2,1,0,0,0,0,0,9,8,5,5,1,7,9,0,4,5,0,0,7,0,0,2,6,0,0,0,5,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
143,0,0,9,0,3,0,9,7,6,1,0.0,0.0,0.0,0.0,0.0,1.0,3,2,4,4,0.0,1,1,0,0,9,0,5,0,0,9,5,2,0,4,9,1,1,3,2,0,7,1,0,3,5,0,0,0,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
144,0,9,2,7,0,0,9,7,6,3,0.0,0.0,1.0,0.0,0.0,1.0,4,2,3,5,0.0,1,1,0,1,9,0,5,0,0,9,4,2,1,5,9,1,5,5,0,1,6,0,0,5,5,0,0,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000
145,6,2,2,0,0,1,7,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,3,0.0,1,3,0,0,9,0,6,1,0,8,4,4,0,6,9,1,5,4,0,0,4,0,0,2,2,0,4,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
146,5,4,0,0,0,0,9,7,5,3,0.0,0.0,0.0,0.0,0.0,0.0,3,5,4,5,0.0,1,3,0,0,9,0,3,0,0,9,9,2,0,5,9,3,6,3,4,0,2,3,0,2,7,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
147,2,6,6,0,0,0,9,8,9,0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,4,3,0.0,1,6,0,0,9,0,0,0,0,9,5,9,1,6,9,0,4,6,0,0,5,0,0,0,9,0,0,0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1100
148,9,0,0,0,0,0,8,7,7,3,1.0,0.0,0.0,0.0,0.0,0.0,2,3,5,6,0.0,2,1,3,2,8,0,3,0,0,8,9,4,0,6,9,1,8,4,0,0,6,0,0,4,7,0,0,0,5,9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1100
149,9,1,0,0,0,0,9,7,8,3,1.0,0.0,0.0,0.0,0.0,0.0,1,3,5,4,0.0,1,2,0,0,8,0,3,0,0,9,7,1,0,5,9,2,1,3,0,0,7,1,0,2,8,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
150,4,2,2,0,0,0,9,7,6,3,1.0,0.0,0.0,0.0,0.0,0.0,1,4,6,5,0.0,1,0,2,0,0,0,2,0,9,8,5,7,0,6,9,0,3,5,1,1,7,1,0,4,8,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
151,0,0,0,0,2,0,9,7,8,4,0.0,0.0,0.0,0.0,0.0,0.0,2,3,5,6,0.0,1,2,0,0,9,0,0,0,0,8,9,6,1,7,9,1,2,6,0,0,9,0,0,2,6,0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
152,0,1,2,0,0,2,4,7,7,3,0.0,1.0,0.0,0.0,0.0,0.0,4,1,4,3,0.0,1,3,0,0,8,0,5,0,0,8,5,6,2,6,9,0,5,6,0,0,3,1,0,4,4,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
153,1,8,1,2,0,9,2,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5,5,0.0,0,2,0,0,9,0,0,0,0,7,9,2,0,6,9,1,8,5,3,0,9,0,0,2,6,0,7,0,3,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1500
154,0,9,0,8,0,8,9,7,5,4,0.0,1.0,0.0,0.0,0.0,0.0,4,3,4,5,0.0,1,5,0,1,9,0,0,0,0,8,6,3,1,6,9,4,9,5,1,0,3,0,0,3,6,0,0,0,9,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1200
155,9,0,2,0,0,2,4,7,7,3,1.0,0.0,0.0,0.0,1.0,0.0,1,5,5,5,0.0,1,3,0,0,9,0,6,0,0,9,9,3,0,5,9,2,3,3,0,0,5,0,0,2,8,0,0,0,6,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
156,1,0,0,3,0,0,9,0,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,4,0.0,2,3,1,1,9,0,8,0,0,9,4,9,2,1,0,0,9,6,0,0,3,0,0,0,9,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
157,0,0,8,0,0,0,9,0,9,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,4,0,0.0,1,2,0,0,9,0,3,0,0,9,0,9,0,0,0,0,6,0,0,1,6,0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
158,2,0,0,9,0,0,9,8,5,4,0.0,0.0,1.0,0.0,0.0,0.0,1,5,4,5,0.0,3,3,0,1,9,0,0,0,0,9,9,4,0,4,9,1,4,3,2,1,9,6,0,2,7,0,0,0,5,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
159,0,0,0,1,0,2,6,7,6,3,0.0,0.0,0.0,1.0,0.0,1.0,2,4,4,3,1.0,1,2,0,0,9,0,5,0,0,9,9,5,1,5,9,0,4,5,5,0,6,0,0,3,8,0,0,0,4,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1600
160,0,4,4,6,9,0,9,7,8,3,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,0.0,1,2,0,0,9,0,0,0,0,9,9,0,1,4,9,3,5,4,0,0,7,3,0,2,7,0,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,774
161,0,0,0,5,0,7,5,7,6,3,0.0,1.0,0.0,0.0,0.0,0.0,5,4,6,5,1.0,1,0,0,0,0,0,0,0,9,8,7,4,1,7,9,0,6,6,0,3,9,0,0,2,6,0,0,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400
162,0,0,2,0,0,0,9,7,7,3,0.0,0.0,0.0,1.0,1.0,0.0,2,5,5,4,0.0,2,4,0,1,9,0,6,0,0,5,9,1,1,6,9,0,7,5,0,0,7,1,0,5,7,1,3,0,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
163,0,0,4,0,1,0,9,7,8,3,0.0,0.0,0.0,0.0,0.0,1.0,3,4,6,5,0.0,1,2,0,1,9,0,0,0,0,9,9,4,0,5,9,2,2,5,1,0,9,0,0,2,7,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
164,4,0,0,0,1,0,9,7,8,3,0.0,0.0,0.0,0.0,1.0,0.0,0,5,6,4,0.0,1,2,0,0,9,0,3,0,0,9,7,8,0,7,9,0,4,6,0,0,7,1,0,1,8,0,0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
165,2,0,0,0,0,0,9,8,8,2,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,3,0.0,1,2,0,0,9,0,0,0,0,9,7,3,0,5,9,3,6,4,1,0,7,0,0,4,6,0,0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
166,0,0,1,6,1,0,9,8,6,3,0.0,0.0,1.0,1.0,0.0,0.0,2,3,4,5,0.0,1,1,0,0,9,0,5,0,0,7,7,0,2,7,9,1,4,6,1,0,5,0,0,2,7,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1100
167,0,0,0,0,9,0,9,7,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0,4,6,5,0.0,1,2,0,0,9,0,0,0,0,9,9,4,1,5,9,1,6,4,1,0,7,0,0,2,8,0,0,2,4,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
168,0,8,3,5,0,0,9,7,5,4,0.0,1.0,1.0,0.0,0.0,0.0,2,4,6,4,0.0,2,3,0,0,9,0,2,0,0,8,8,1,0,6,9,0,5,6,1,0,9,0,0,3,7,0,0,0,4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1300
169,9,2,0,0,3,1,0,7,7,3,1.0,0.0,0.0,0.0,0.0,0.0,0,1,5,3,0.0,1,2,0,0,9,0,2,0,0,8,5,7,1,6,9,0,8,5,0,0,4,3,0,1,6,0,0,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1100
170,1,0,2,0,0,0,9,8,6,4,1.0,0.0,0.0,0.0,0.0,0.0,1,3,4,4,0.0,3,5,0,0,9,0,9,0,0,9,8,2,1,5,9,1,0,6,0,0,3,0,0,4,6,0,0,0,4,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1100
171,0,9,4,2,0,2,4,7,5,4,0.0,1.0,0.0,0.0,0.0,0.0,1,3,6,5,0.0,1,2,1,0,9,0,0,0,0,8,6,6,1,7,9,0,5,5,1,1,5,0,0,4,8,0,0,0,7,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1200
172,0,9,0,0,0,6,6,7,6,1,1.0,1.0,0.0,0.0,0.0,0.0,5,3,4,4,0.0,1,4,0,0,9,0,4,0,0,8,4,5,2,8,9,0,6,6,0,0,3,0,0,5,7,0,0,0,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1100
173,0,3,1,0,0,0,9,8,7,4,0.0,1.0,0.0,0.0,0.0,0.0,1,6,5,5,0.0,1,5,0,1,9,0,3,0,0,8,9,4,0,6,9,0,5,6,2,0,5,1,0,5,5,0,1,1,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1100
174,0,0,0,2,2,0,9,7,6,3,0.0,0.0,1.0,1.0,0.0,0.0,3,4,4,6,0.0,2,5,1,1,9,0,7,0,0,9,9,0,1,4,9,2,2,4,1,0,9,0,0,3,6,0,1,0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1200
175,0,0,9,0,0,0,9,8,6,3,0.0,0.0,0.0,0.0,0.0,1.0,0,1,3,3,0.0,0,2,0,0,9,0,0,0,0,8,5,4,2,5,9,1,7,4,0,0,6,0,0,6,3,0,0,0,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
176,0,2,9,0,0,0,9,7,6,3,0.0,0.0,0.0,0.0,0.0,1.0,1,3,4,3,0.0,1,2,0,0,9,0,4,0,0,8,5,3,0,5,9,2,4,4,2,0,9,0,0,5,6,0,2,0,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1100
